626.3643685055376,2074.509160340439
3666.568747713723,3585.494474740416
5456.3814637200285,1927.2850383705404
5546.25797569442,6245.327864802367
1185.488844759565,4924.781765654429
3199.1214174377774,1589.8782214292733
1975.0694793023572,835.9395839020262
3223.200873887331,6588.326460093814
1945.534225786914,3201.3163189670113
592.7654844324502,3868.838904854789
6470.648126915394,5615.154435866462
4533.203699503398,685.1954013433087
6169.804351157586,3901.4188447727925
3018.776909740188,4892.311641457142
409.8242866245305,6375.523459237985
5103.649025068802,3879.6532090702754
6588.540024921509,2127.6102016943464
4790.308018887643,5510.903155249358
259.1809413180149,561.2494249103629
